Accession	Description	Plasmid	Length	Organism	Species	Genus	Family	Order	Class	Phylum	Domain	Collection_date	Geo_location	Isolation_source	Note
NZ_CP057724.1	"Klebsiella pneumoniae strain RHB16-C24 plasmid pRHB16-C24_3, complete sequence"	pRHB16-C24_3	48464	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled pig faecal samples collected from floor of farm	NA
NZ_CP057460.1	"Klebsiella pneumoniae strain RHB26-C08 plasmid pRHB26-C08_2, complete sequence"	pRHB26-C08_2	256547	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP057461.1	"Klebsiella pneumoniae strain RHB26-C08 plasmid pRHB26-C08_3, complete sequence"	pRHB26-C08_3	4671	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP057462.1	"Klebsiella pneumoniae strain RHB26-C08 plasmid pRHB26-C08_4, complete sequence"	pRHB26-C08_4	3959	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP057314.1	"Klebsiella pneumoniae strain RHB30-C05 plasmid pRHB30-C05_2, complete sequence"	pRHB30-C05_2	194082	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled pig faecal samples collected from floor of farm	NA
NZ_CP057315.1	"Klebsiella pneumoniae strain RHB30-C05 plasmid pRHB30-C05_3, complete sequence"	pRHB30-C05_3	147224	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled pig faecal samples collected from floor of farm	NA
NZ_CP057316.1	"Klebsiella pneumoniae strain RHB30-C05 plasmid pRHB30-C05_4, complete sequence"	pRHB30-C05_4	110717	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled pig faecal samples collected from floor of farm	NA
NZ_CP057317.1	"Klebsiella pneumoniae strain RHB30-C05 plasmid pRHB30-C05_5, complete sequence"	pRHB30-C05_5	53776	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled pig faecal samples collected from floor of farm	NA
NZ_CP057318.1	"Klebsiella pneumoniae strain RHB30-C05 plasmid pRHB30-C05_6, complete sequence"	pRHB30-C05_6	44303	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled pig faecal samples collected from floor of farm	NA
NZ_CP057100.1	"Klebsiella pneumoniae strain RHB38-C06 plasmid pRHB38-C06_2, complete sequence"	pRHB38-C06_2	140023	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled pig faecal samples collected from floor of farm	NA
NZ_CP057070.1	"Klebsiella pneumoniae strain RHB39-C09 plasmid pRHB39-C09_2, complete sequence"	pRHB39-C09_2	4225	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP057071.1	"Klebsiella pneumoniae strain RHB39-C09 plasmid pRHB39-C09_3, complete sequence"	pRHB39-C09_3	2475	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP057067.1	"Klebsiella pneumoniae strain RHB39-C10 plasmid pRHB39-C10_2, complete sequence"	pRHB39-C10_2	242087	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP057068.1	"Klebsiella pneumoniae strain RHB39-C10 plasmid pRHB39-C10_3, complete sequence"	pRHB39-C10_3	217189	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP057035.1	"Klebsiella pneumoniae strain RHB39-C24 plasmid pRHB39-C24_2, complete sequence"	pRHB39-C24_2	227199	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP057036.1	"Klebsiella pneumoniae strain RHB39-C24 plasmid pRHB39-C24_3, complete sequence"	pRHB39-C24_3	86316	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP057037.1	"Klebsiella pneumoniae strain RHB39-C24 plasmid pRHB39-C24_4, complete sequence"	pRHB39-C24_4	4671	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Pooled cattle faecal samples collected from floor of farm	NA
NZ_CP055594.1	"Klebsiella pneumoniae strain RHBSTW-00001 plasmid pRHBSTW-00001_2, complete sequence"	pRHBSTW-00001_2	116760	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP055596.1	"Klebsiella pneumoniae strain RHBSTW-00001 plasmid pRHBSTW-00001_4, complete sequence"	pRHBSTW-00001_4	3335	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056884.1	"Klebsiella pneumoniae strain RHBSTW-00062 plasmid pRHBSTW-00062_2, complete sequence"	pRHBSTW-00062_2	198658	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056885.1	"Klebsiella pneumoniae strain RHBSTW-00062 plasmid pRHBSTW-00062_3, complete sequence"	pRHBSTW-00062_3	107020	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056886.1	"Klebsiella pneumoniae strain RHBSTW-00062 plasmid pRHBSTW-00062_4, complete sequence"	pRHBSTW-00062_4	4512	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056887.1	"Klebsiella pneumoniae strain RHBSTW-00062 plasmid pRHBSTW-00062_5, complete sequence"	pRHBSTW-00062_5	3980	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056879.1	"Klebsiella pneumoniae strain RHBSTW-00066 plasmid pRHBSTW-00066_2, complete sequence"	pRHBSTW-00066_2	199477	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056880.1	"Klebsiella pneumoniae strain RHBSTW-00066 plasmid pRHBSTW-00066_3, complete sequence"	pRHBSTW-00066_3	107020	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056881.1	"Klebsiella pneumoniae strain RHBSTW-00066 plasmid pRHBSTW-00066_4, complete sequence"	pRHBSTW-00066_4	4512	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056882.1	"Klebsiella pneumoniae strain RHBSTW-00066 plasmid pRHBSTW-00066_5, complete sequence"	pRHBSTW-00066_5	3980	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056855.1	"Klebsiella pneumoniae strain RHBSTW-00113 plasmid pRHBSTW-00113_2, complete sequence"	pRHBSTW-00113_2	188591	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056856.1	"Klebsiella pneumoniae strain RHBSTW-00113 plasmid pRHBSTW-00113_3, complete sequence"	pRHBSTW-00113_3	115230	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056857.1	"Klebsiella pneumoniae strain RHBSTW-00113 plasmid pRHBSTW-00113_4, complete sequence"	pRHBSTW-00113_4	55736	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056858.1	"Klebsiella pneumoniae strain RHBSTW-00113 plasmid pRHBSTW-00113_5, complete sequence"	pRHBSTW-00113_5	53039	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056859.1	"Klebsiella pneumoniae strain RHBSTW-00113 plasmid pRHBSTW-00113_6, complete sequence"	pRHBSTW-00113_6	2330	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056860.1	"Klebsiella pneumoniae strain RHBSTW-00113 plasmid pRHBSTW-00113_7, complete sequence"	pRHBSTW-00113_7	1916	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056831.1	"Klebsiella pneumoniae strain RHBSTW-00128 plasmid pRHBSTW-00128_2, complete sequence"	pRHBSTW-00128_2	152250	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056832.1	"Klebsiella pneumoniae strain RHBSTW-00128 plasmid pRHBSTW-00128_3, complete sequence"	pRHBSTW-00128_3	5733	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056833.1	"Klebsiella pneumoniae strain RHBSTW-00128 plasmid pRHBSTW-00128_4, complete sequence"	pRHBSTW-00128_4	3980	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP055554.1	"Klebsiella pneumoniae strain RHBSTW-00184 plasmid pRHBSTW-00184_2, complete sequence"	pRHBSTW-00184_2	219500	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP055555.1	"Klebsiella pneumoniae strain RHBSTW-00184 plasmid pRHBSTW-00184_3, complete sequence"	pRHBSTW-00184_3	121090	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP055556.1	"Klebsiella pneumoniae strain RHBSTW-00184 plasmid pRHBSTW-00184_4, complete sequence"	pRHBSTW-00184_4	110973	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP055557.1	"Klebsiella pneumoniae strain RHBSTW-00184 plasmid pRHBSTW-00184_5, complete sequence"	pRHBSTW-00184_5	6352	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP055559.1	"Klebsiella pneumoniae strain RHBSTW-00184 plasmid pRHBSTW-00184_7, complete sequence"	pRHBSTW-00184_7	4048	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP055527.1	"Klebsiella pneumoniae strain RHBSTW-00405 plasmid pRHBSTW-00405_11, complete sequence"	pRHBSTW-00405_11	2545	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from upstream of wastewater treatment plant	NA
NZ_CP055518.1	"Klebsiella pneumoniae strain RHBSTW-00405 plasmid pRHBSTW-00405_2, complete sequence"	pRHBSTW-00405_2	179839	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from upstream of wastewater treatment plant	NA
NZ_CP055519.1	"Klebsiella pneumoniae strain RHBSTW-00405 plasmid pRHBSTW-00405_3, complete sequence"	pRHBSTW-00405_3	115594	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from upstream of wastewater treatment plant	NA
NZ_CP055521.1	"Klebsiella pneumoniae strain RHBSTW-00405 plasmid pRHBSTW-00405_5, complete sequence"	pRHBSTW-00405_5	71963	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from upstream of wastewater treatment plant	NA
NZ_CP055523.1	"Klebsiella pneumoniae strain RHBSTW-00405 plasmid pRHBSTW-00405_7, complete sequence"	pRHBSTW-00405_7	10876	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from upstream of wastewater treatment plant	NA
NZ_CP055524.1	"Klebsiella pneumoniae strain RHBSTW-00405 plasmid pRHBSTW-00405_8, complete sequence"	pRHBSTW-00405_8	4183	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from upstream of wastewater treatment plant	NA
NZ_CP056531.1	"Klebsiella pneumoniae strain RHBSTW-00433 plasmid pRHBSTW-00433_2, complete sequence"	pRHBSTW-00433_2	224837	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056532.1	"Klebsiella pneumoniae strain RHBSTW-00433 plasmid pRHBSTW-00433_3, complete sequence"	pRHBSTW-00433_3	111220	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056533.1	"Klebsiella pneumoniae strain RHBSTW-00433 plasmid pRHBSTW-00433_4, complete sequence"	pRHBSTW-00433_4	74689	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056534.1	"Klebsiella pneumoniae strain RHBSTW-00433 plasmid pRHBSTW-00433_5, complete sequence"	pRHBSTW-00433_5	6995	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056535.1	"Klebsiella pneumoniae strain RHBSTW-00433 plasmid pRHBSTW-00433_6, complete sequence"	pRHBSTW-00433_6	5783	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056536.1	"Klebsiella pneumoniae strain RHBSTW-00433 plasmid pRHBSTW-00433_7, complete sequence"	pRHBSTW-00433_7	5586	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056537.1	"Klebsiella pneumoniae strain RHBSTW-00433 plasmid pRHBSTW-00433_8, complete sequence"	pRHBSTW-00433_8	4772	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP056538.1	"Klebsiella pneumoniae strain RHBSTW-00433 plasmid pRHBSTW-00433_9, complete sequence"	pRHBSTW-00433_9	3398	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
NZ_CP055511.1	"Klebsiella pneumoniae strain RHBSTW-00472 plasmid pRHBSTW-00472_3, complete sequence"	pRHBSTW-00472_3	115055	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater effluent sample	NA
NZ_CP055512.1	"Klebsiella pneumoniae strain RHBSTW-00472 plasmid pRHBSTW-00472_4, complete sequence"	pRHBSTW-00472_4	95633	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater effluent sample	NA
NZ_CP055513.1	"Klebsiella pneumoniae strain RHBSTW-00472 plasmid pRHBSTW-00472_5, complete sequence"	pRHBSTW-00472_5	35237	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater effluent sample	NA
NZ_CP055514.1	"Klebsiella pneumoniae strain RHBSTW-00472 plasmid pRHBSTW-00472_6, complete sequence"	pRHBSTW-00472_6	4184	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater effluent sample	NA
NZ_CP055515.1	"Klebsiella pneumoniae strain RHBSTW-00472 plasmid pRHBSTW-00472_7, complete sequence"	pRHBSTW-00472_7	2927	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater effluent sample	NA
NZ_CP055516.1	"Klebsiella pneumoniae strain RHBSTW-00472 plasmid pRHBSTW-00472_8, complete sequence"	pRHBSTW-00472_8	1919	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater effluent sample	NA
NZ_CP056433.1	"Klebsiella pneumoniae strain RHBSTW-00510 plasmid pRHBSTW-00510_2, complete sequence"	pRHBSTW-00510_2	206782	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056434.1	"Klebsiella pneumoniae strain RHBSTW-00510 plasmid pRHBSTW-00510_3, complete sequence"	pRHBSTW-00510_3	137885	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056435.1	"Klebsiella pneumoniae strain RHBSTW-00510 plasmid pRHBSTW-00510_4, complete sequence"	pRHBSTW-00510_4	136301	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056436.1	"Klebsiella pneumoniae strain RHBSTW-00510 plasmid pRHBSTW-00510_5, complete sequence"	pRHBSTW-00510_5	107037	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056437.1	"Klebsiella pneumoniae strain RHBSTW-00510 plasmid pRHBSTW-00510_6, complete sequence"	pRHBSTW-00510_6	48726	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056438.1	"Klebsiella pneumoniae strain RHBSTW-00510 plasmid pRHBSTW-00510_7, complete sequence"	pRHBSTW-00510_7	5907	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056439.1	"Klebsiella pneumoniae strain RHBSTW-00510 plasmid pRHBSTW-00510_8, complete sequence"	pRHBSTW-00510_8	3514	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056440.1	"Klebsiella pneumoniae strain RHBSTW-00510 plasmid pRHBSTW-00510_9, complete sequence"	pRHBSTW-00510_9	1917	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056426.1	"Klebsiella pneumoniae strain RHBSTW-00515 plasmid pRHBSTW-00515_2, complete sequence"	pRHBSTW-00515_2	220501	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056427.1	"Klebsiella pneumoniae strain RHBSTW-00515 plasmid pRHBSTW-00515_3, complete sequence"	pRHBSTW-00515_3	82555	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056428.1	"Klebsiella pneumoniae strain RHBSTW-00515 plasmid pRHBSTW-00515_4, complete sequence"	pRHBSTW-00515_4	25549	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056429.1	"Klebsiella pneumoniae strain RHBSTW-00515 plasmid pRHBSTW-00515_5, complete sequence"	pRHBSTW-00515_5	5783	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056430.1	"Klebsiella pneumoniae strain RHBSTW-00515 plasmid pRHBSTW-00515_6, complete sequence"	pRHBSTW-00515_6	3733	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP056431.1	"Klebsiella pneumoniae strain RHBSTW-00515 plasmid pRHBSTW-00515_7, complete sequence"	pRHBSTW-00515_7	2836	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Wastewater influent sample	NA
NZ_CP055452.1	"Klebsiella pneumoniae strain RHBSTW-00574 plasmid pRHBSTW-00574_2, complete sequence"	pRHBSTW-00574_2	244871	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2017	United Kingdom	Freshwater sample from downstream of wastewater treatment plant	NA
